title,venue,year,author,volume,url
Improved reputation evaluation for reliable federated learning on blockchain.,IET Commun.,2024,"Jiacheng Sui, Yi Li, Hai Huang",18,https://doi.org/10.1049/cmu2.12743
Differential Privacy Based Federated Learning Techniques in IoMT: A Review.,IMCOM,2024,"Shaista Ashraf Farooqi, Aedah Abd Rahman, Amna Saad",,https://doi.org/10.1109/IMCOM60618.2024.10418361
Evaluating the Performance of Federated Learning Across Different Training Sample Distributions.,IMCOM,2024,"Wen-Hung Liao, Shu-Yu Lin, Yi-Chieh Wu",,https://doi.org/10.1109/IMCOM60618.2024.10418352
NOMA-Empowered Federated Learning for Enhancing Uplink Efficiency in Wireless Networks.,IMCOM,2024,"Hung Hoang Le, Toan-Van Nguyen, Tung Dinh Van, Tien Hoa Nguyen, Hyunseung Choo",,https://doi.org/10.1109/IMCOM60618.2024.10418281
Perfednilm: a practical personalized federated learning-based non-intrusive load monitoring.,Ind. Artif. Intell.,2024,"Zibin Pan, Haosheng Wang, Chi Li, Haijin Wang, Junhua Zhao 0001",2,https://doi.org/10.1007/s44244-024-00016-8
FL-CTIF: A federated learning based CTI framework based on information fusion for secure IIoT.,Inf. Fusion,2024,"Mikail Mohammed Salim, Abir El Azzaoui, Xianjun Deng, Jong Hyuk Park",102,https://doi.org/10.1016/j.inffus.2023.102074
Fairness and privacy preserving in federated learning: A survey.,Inf. Fusion,2024,"Taki Hasan Rafi, Faiza Anan Noor, Tahmid Hussain, Dong-Kyu Chae",105,https://doi.org/10.1016/j.inffus.2023.102198
Fedcs: Efficient communication scheduling in decentralized federated learning.,Inf. Fusion,2024,"Ruixing Zong, Yunchuan Qin, Fan Wu, Zhuo Tang, Kenli Li 0001",102,https://doi.org/10.1016/j.inffus.2023.102028
Federated learning enabled graph convolutional autoencoder and factorization machine for potential friendship prediction in social networks.,Inf. Fusion,2024,"He-xuan Hu 0001, Chengcheng Cao, Qiang Hu, Ye Zhang 0010",102,https://doi.org/10.1016/j.inffus.2023.102042
Federated learning for IoT devices: Enhancing TinyML with on-board training.,Inf. Fusion,2024,"Massimo Ficco, Antonio Guerriero, E. Milite, Francesco Palmieri 0002, Roberto Pietrantuono, Stefano Russo 0001",104,https://doi.org/10.1016/j.inffus.2023.102189
Federated split learning for sequential data in satellite-terrestrial integrated networks.,Inf. Fusion,2024,"Weiwei Jiang 0003, Haoyu Han, Yang Zhang, Jianbin Mu",103,https://doi.org/10.1016/j.inffus.2023.102141
RFLPV: A robust federated learning scheme with privacy preservation and verifiable aggregation in IoMT.,Inf. Fusion,2024,"Ruyan Wang, Xingmin Yuan, Zhigang Yang, Yangliang Wan, Man Luo, Dapeng Wu 0002",102,https://doi.org/10.1016/j.inffus.2023.102029
Spatial-Temporal Federated Transfer Learning with multi-sensor data fusion for cooperative positioning.,Inf. Fusion,2024,"Xiaokang Zhou, Qiuyue Yang, Qiang Liu, Wei Liang 0006, Kevin I-Kai Wang, Zhi Liu, Jianhua Ma 0002, Qun Jin",105,https://doi.org/10.1016/j.inffus.2023.102182
A secure and privacy preserved infrastructure for VANETs based on federated learning with local differential privacy.,Inf. Sci.,2024,"Hajira Batool, Adeel Anjum, Abid Khan, Stefano Izzo, Carlo Mazzocca, Gwanggil Jeon",652,https://doi.org/10.1016/j.ins.2023.119717
Communication-efficient and privacy-preserving large-scale federated learning counteracting heterogeneity.,Inf. Sci.,2024,"Xingcai Zhou, Guang Yang",661,https://doi.org/10.1016/j.ins.2024.120167
FedGL: Federated graph learning framework with global self-supervision.,Inf. Sci.,2024,"Chuan Chen 0001, Ziyue Xu 0002, Weibo Hu, Zibin Zheng, Jie Zhang",657,https://doi.org/10.1016/j.ins.2023.119976
FedSW: Federated learning with adaptive sample weights.,Inf. Sci.,2024,"Xingying Zhao, Dong Shen",654,https://doi.org/10.1016/j.ins.2023.119873
Secure and efficient multi-key aggregation for federated learning.,Inf. Sci.,2024,"Yanling Li, Junzuo Lai, Rong Zhang, Meng Sun",654,https://doi.org/10.1016/j.ins.2023.119830
rFedFW: Secure and trustable aggregation scheme for Byzantine-robust federated learning in Internet of Things.,Inf. Sci.,2024,"Lina Ni, Xu Gong, Jufeng Li, Yuncan Tang, Zhuang Luan, Jinquan Zhang",653,https://doi.org/10.1016/j.ins.2023.119784
Vulnerability detection based on federated learning.,Inf. Softw. Technol.,2024,"Chunyong Zhang, Tianxiang Yu, Bin Liu, Yang Xin 0001",167,https://doi.org/10.1016/j.infsof.2023.107371
PIRAP: Medical Cancer Rehabilitation Healthcare Center Data Maintenance Based on IoT-Based Deep Federated Collaborative Learning.,Int. J. Cooperative Inf. Syst.,2024,"Tamizharasi Thirugnanam, Mohammad Gouse Galety, Manas Ranjan Pradhan, Ruchi Agrawal, A. Shobanadevi, Saman M. Almufti, R. Lakshmana Kumar",33,https://doi.org/10.1142/S0218843023500053
A brain tumour classification on the magnetic resonance images using convolutional neural network based privacy-preserving federated learning.,Int. J. Imaging Syst. Technol.,2024,"Sevket Ay, Ekin Ekinci, Zeynep Garip",34,https://doi.org/10.1002/ima.23018
Multiencoder-based federated intelligent deep learning model for brain tumor segmentation.,Int. J. Imaging Syst. Technol.,2024,"Vaibhav Soni, Nikhil Kumar Singh 0003, Rishi Kumar Singh, Deepak Singh Tomar",34,https://doi.org/10.1002/ima.22981
Federated transfer learning for attack detection for Internet of Medical Things.,Int. J. Inf. Sec.,2024,,23,https://doi.org/10.1007/s10207-023-00805-9
A multi-source credit data fusion approach based on federated distillation learning.,Int. J. Mach. Learn. Cybern.,2024,"Xiaodong Zhang, Zhoubao Sun, Lin Mao, Xiaoping Li",15,https://doi.org/10.1007/s13042-023-02032-z
Assessment of patients with Parkinson&apos;s disease based on federated learning.,Int. J. Mach. Learn. Cybern.,2024,"Bo Guan, Lei Yu 0004, Yang Li, Zhongwei Jia, Zhen Jin 0001",15,https://doi.org/10.1007/s13042-023-01986-4
An Efficient Group Federated Learning Framework for Large-Scale EEG-Based Driver Drowsiness Detection.,Int. J. Neural Syst.,2024,"Xinyuan Chen, Yi Niu, Yanna Zhao, Xue Qin",34,https://doi.org/10.1142/S0129065724500035
Robust Federated Learning for Heterogeneous Model and Data.,Int. J. Neural Syst.,2024,"Hussain Ahmad Madni, Rao Muhammad Umer, Gian Luca Foresti",34,https://doi.org/10.1142/S0129065724500199
Cloud-based secure data storage and access control for internet of medical things using federated learning.,Int. J. Pervasive Comput. Commun.,2024,"Priyanka Kumari Bhansali, Dilendra Hiran, Hemant Kothari, Kamal Gulati",20,https://doi.org/10.1108/IJPCC-02-2022-0041
A Network Intrusion Detection Method for Various Information Systems Based on Federated and Deep Learning.,Int. J. Semantic Web Inf. Syst.,2024,"Qi Zhou, Chun Shi",20,https://doi.org/10.4018/ijswis.335495
FedACQ: adaptive clustering quantization of model parameters in federated learning.,Int. J. Web Inf. Syst.,2024,"Tingting Tian, Hongjian Shi, Ruhui Ma, Yuan Liu",20,https://doi.org/10.1108/IJWIS-08-2023-0128
ImageNet classification with Raspberry Pis: federated learning algorithms of local classifiers.,Int. J. Web Inf. Syst.,2024,"Thanh-Nghi Do, Minh-Thu Tran-Nguyen",20,https://doi.org/10.1108/IJWIS-03-2023-0057
Federated Learning-Enabled Cooperative Localization in Multi-agent System.,Int. J. Wirel. Inf. Networks,2024,"Fangwen Ye, Ran Wang, Sisui Tang, Shihong Duan, Cheng Xu 0003",31,https://doi.org/10.1007/s10776-023-00610-0
Aggregation techniques in wireless communication using federated learning: a survey.,Int. J. Wirel. Mob. Comput.,2024,"Gaganbir Kaur, Surender K. Grewal",26,https://doi.org/10.1504/IJWMC.2024.137135
Privacy preservation using optimized Federated Learning: A critical survey.,Intell. Decis. Technol.,2024,"Yogita Sachin Narule, Kalpana Sunil Thakre",18,https://doi.org/10.3233/IDT-230104
FedPV-FS: A Feature Selection Method for Federated Learning in Insurance Precision Marketing.,Intelligent Information Processing,2024,"Chunkai Wang, Jian Feng",,https://doi.org/10.1007/978-3-031-57808-3_31
A hybrid model for energy-efficient Green Internet of Things enabled intelligent transportation systems using federated learning.,Internet Things,2024,"Sarah Kaleem, Adnan Sohail, Muhammad Babar, Awais Ahmad 0001, Muhammad Usman Tariq",25,https://doi.org/10.1016/j.iot.2023.101038
A lightweight mini-batch federated learning approach for attack detection in IoT.,Internet Things,2024,"Mir Shahnawaz Ahmad, Shahid Mehraj Shah",25,https://doi.org/10.1016/j.iot.2024.101088
A privacy-preserving federated learning with a secure collaborative for malware detection models using Internet of Things resources.,Internet Things,2024,,25,https://doi.org/10.1016/j.iot.2023.101015
FedEL: Federated Education Learning for generating correlations between course outcomes and program outcomes for Internet of Education Things.,Internet Things,2024,"Diganta Sengupta, Soumya Suvra Khan, Surajit Das, Debashis De",25,https://doi.org/10.1016/j.iot.2023.101056
Federated learning for green and sustainable 6G IIoT applications.,Internet Things,2024,"Vu Khanh Quy, Dinh C. Nguyen, Dang Van Anh, Nguyen Minh Quy",25,https://doi.org/10.1016/j.iot.2024.101061
Federated learning for performance behavior detection in a fog-IoT system.,Internet Things,2024,"Franklin Magalhães Ribeiro Junior, Carlos Alberto Kamienski",25,https://doi.org/10.1016/j.iot.2024.101078
Federated learning with a Balanced Heterogeneous-Yoke and Loose restriction.,Internet Things,2024,,25,https://doi.org/10.1016/j.iot.2024.101144
Forecasting energy power consumption using federated learning in edge computing devices.,Internet Things,2024,"Eduardo Montagner de Moraes Sarmento, Iran Freitas Ribeiro, Pablo Rafael Neves Marciano, Yruí Giovan Neris, Helder Roberto Oliveira Rocha, Vinícius Fernandes Soares Mota, Rodolfo da Silva Villaça",25,https://doi.org/10.1016/j.iot.2023.101050
Misbehavior detection in intelligent transportation systems based on federated learning.,Internet Things,2024,"Enrique Mármol Campos, José Luis Hernández Ramos, Aurora González-Vidal, Gianmarco Baldini, Antonio F. Skarmeta",25,https://doi.org/10.1016/j.iot.2024.101127
Proof-of-authority-based secure and efficient aggregation with differential privacy for federated learning in industrial IoT.,Internet Things,2024,"Made Adi Paramartha Putra, Revin Naufal Alief, Syifa Maliah Rachmawati, Gabriel Avelino R. Sampedro, Dong-Seong Kim 0002, Jae-Min Lee",25,https://doi.org/10.1016/j.iot.2024.101107
Sustainable collaboration: Federated learning for environmentally conscious forest fire classification in Green Internet of Things (IoT).,Internet Things,2024,"Ali Akbar Siddique, Nada Alasbali, Maha Driss, Wadii Boulila, Mohammed S. Alshehri, Jawad Ahmad 0001",25,https://doi.org/10.1016/j.iot.2023.101013
Towards flexible data stream collaboration: Federated Learning in Kafka-ML.,Internet Things,2024,"Antonio Jesús Chaves, Cristian Martín 0002, Manuel Díaz",25,https://doi.org/10.1016/j.iot.2023.101036
CODA: an open-source platform for federated analysis and machine learning on distributed healthcare data.,J. Am. Medical Informatics Assoc.,2024,"Louis Mullie, Jonathan Afilalo, Patrick M. Archambault, Rima Bouchakri, Kip Brown, David L. Buckeridge, Yiorgos Alexandros Cavayas, Alexis F. Turgeon, Denis Martineau, François Lamontagne, Martine Lebrasseur, Renald Lemieux, Jeffrey Li, Michaël Sauthier, Pascal St-Onge, An Tang, William Witteman, Michael Chassé",31,https://doi.org/10.1093/jamia/ocad235
Blind Federated Learning without initial model.,J. Big Data,2024,"Jose L. Salmeron, Irina Arévalo",11,https://doi.org/10.1186/s40537-024-00911-y
MELLODDY: Cross-pharma Federated Learning at Unprecedented Scale Unlocks Benefits in QSAR without Compromising Proprietary Information.,J. Chem. Inf. Model.,2024,"Wouter Heyndrickx, Lewis H. Mervin, Tobias Morawietz, Noé Sturm, Lukas Friedrich, Adam Zalewski, Anastasia Pentina, Lina Humbeck, Martijn Oldenhof, Ritsuya Niwayama, Peter Schmidtke, Nikolas Fechner, Jaak Simm, Adam Arany, Nicolas Drizard, Rama Jabal, Arina Afanasyeva, Regis Loeb, Shlok Verma, Simon Harnqvist, Matthew Holmes, Balazs Pejo, Maria Telenczuk, Nicholas Holway, Arne Dieckmann, Nicola Rieke, Friederike Zumsande, Djork-Arné Clevert, Michael Krug, Christopher N. Luscombe, Darren V. S. Green, Peter Ertl, Peter Antal, David Marcus, Nicolas Do Huu, Hideyoshi Fuji, Stephen D. Pickett, Gergely Ács, Eric Boniface, Bernd Beck, Yax Sun, Arnaud Gohier, Friedrich Rippmann, Ola Engkvist, Andreas H. Göller, Yves Moreau, Mathieu N. Galtier, Ansgar Schuffenhauer, Hugo Ceulemans",64,https://doi.org/10.1021/acs.jcim.3c00799
NIDS-FLGDP: Network Intrusion Detection Algorithm Based on Gaussian Differential Privacy Federated Learning.,J. Circuits Syst. Comput.,2024,"Jiawei Du, Kai Yang",33,https://doi.org/10.1142/s0218126624500488
AI-empowered mobile edge computing: inducing balanced federated learning strategy over edge for balanced data and optimized computation cost.,J. Cloud Comput.,2024,"Momina Shaheen, Muhammad Shoaib Farooq, Tariq Umer",13,https://doi.org/10.1186/s13677-024-00614-y
Correction: FLM-ICR: a federated learning model for classification of internet of vehicle terminals using connection records.,J. Cloud Comput.,2024,"Kai Yang, Jiawei Du, Jingchao Liu, Feng Xu, Ye Tang, Ming Liu, Zhibin Li",13,https://doi.org/10.1186/s13677-024-00638-4
FLM-ICR: a federated learning model for classification of internet of vehicle terminals using connection records.,J. Cloud Comput.,2024,"Kai Yang, Jiawei Du, Jingchao Liu, Feng Xu, Ye Tang, Ming Liu, Zhibin Li",13,https://doi.org/10.1186/s13677-024-00623-x
Privacy-preserving federated learning based on partial low-quality data.,J. Cloud Comput.,2024,"Huiyong Wang, Qi Wang, Yong Ding 0005, Shijie Tang, Yujue Wang",13,https://doi.org/10.1186/s13677-024-00618-8
Unified ensemble federated learning with cloud computing for online anomaly detection in energy-efficient wireless sensor networks.,J. Cloud Comput.,2024,"S. Gayathri, D. Surendran",13,https://doi.org/10.1186/s13677-024-00595-y
AFedAvg: communication-efficient federated learning aggregation with adaptive communication frequency and gradient sparse.,J. Exp. Theor. Artif. Intell.,2024,"Yanbin Li, Ziming He, Xingjian Gu, Huanliang Xu, Shougang Ren",36,https://doi.org/10.1080/0952813x.2022.2079730
A Federated Deep Reinforcement Learning-based Low-power Caching Strategy for Cloud-edge Collaboration.,J. Grid Comput.,2024,"Xinyu Zhang, Zhigang Hu, Yang Liang, Hui Xiao, Aikun Xu, Meiguang Zheng, Chuan Sun",22,https://doi.org/10.1007/s10723-023-09730-6
Analyzing the Impact of Personalization on Fairness in Federated Learning for Healthcare.,J. Heal. Informatics Res.,2024,"Tongnian Wang, Kai Zhang, Jiannan Cai, Yanmin Gong 0001, Kim-Kwang Raymond Choo, Yuanxiong Guo",8,https://doi.org/10.1007/s41666-024-00164-7
Privacy Block-Streaming: A Novel DEX File Loading Scheme Based on Federated Learning.,J. Inf. Sci. Eng.,2024,"Yichuan Wang, Yanhua Feng, Yeqiu Xiao, Xiaoxue Liu, Xinhong Hei 0001",40,http://jise.iis.sinica.edu.tw/JISESearch/pages/View/PaperView.jsf?keyId=196_2643
Cataract classification and grading in federated learning environment using CNN based Modified-ResNet-50.,J. Intell. Fuzzy Syst.,2024,"A. Essaki Muthu, K. Saravanan",46,https://doi.org/10.3233/jifs-223465
SFL-MDrone: Synchronous federated learning enabled multi drones.,J. Intell. Fuzzy Syst.,2024,"Itika Sharma, Sachin Kumar Gupta",46,https://doi.org/10.3233/jifs-235275
Federated transfer learning for auxiliary classifier generative adversarial networks: framework and industrial application.,J. Intell. Manuf.,2024,"Wei Guo, Yijin Wang, Xin Chen, Pingyu Jiang",35,https://doi.org/10.1007/s10845-023-02126-z
Federated Learning-Based Detection and Control Mechanism of In-Car Navigation Safety System.,J. Multim. Inf. Syst.,2024,"Jingge Gao, Shuqiang Zhang, Wei Lu",11,https://doi.org/10.33851/jmis.2024.11.1.57
Harnessing federated generative learning for green and sustainable Internet of Things.,J. Netw. Comput. Appl.,2024,"Yuanhang Qi, M. Shamim Hossain",222,https://doi.org/10.1016/j.jnca.2023.103812
RPIFL: Reliable and Privacy-Preserving Federated Learning for the Internet of Things.,J. Netw. Comput. Appl.,2024,"Ruijin Wang, Jinshan Lai, Xiong Li 0002, Donglin He, Muhammad Khurram Khan",221,https://doi.org/10.1016/j.jnca.2023.103768
VDFChain: Secure and verifiable decentralized federated learning via committee-based blockchain.,J. Netw. Comput. Appl.,2024,"Ming Zhou, Zhen Yang 0004, Haiyang Yu 0001, Shui Yu",223,https://doi.org/10.1016/j.jnca.2023.103814
Privacy-Aware Anomaly Detection in IoT Environments using FedGroup: A Group-Based Federated Learning Approach.,J. Netw. Syst. Manag.,2024,"Yixuan Zhang, Basem Suleiman, Muhammad Johan Alibasa, Farnaz Farid",32,https://doi.org/10.1007/s10922-023-09782-9
Impact of federated deep learning on vehicle-based speed control in mixed traffic flows.,J. Parallel Distributed Comput.,2024,"Martin Greguric, Filip Vrbanic, Edouard Ivanjko",186,https://doi.org/10.1016/j.jpdc.2023.104812
Proactive auto-scaling technique for web applications in container-based edge computing using federated learning model.,J. Parallel Distributed Comput.,2024,"Javad Dogani, Farshad Khunjush",187,https://doi.org/10.1016/j.jpdc.2024.104837
Privacy-preserving vertical federated broad learning system for artificial intelligence generated image content.,J. Real Time Image Process.,2024,"Fengyin Li, Junrong Ge, Xiaojiao Wang, Gang Zhao, Xilong Yu, Xinru Li",21,https://doi.org/10.1007/s11554-023-01393-6
Reduction in Data Imbalance for Client-Side Training in Federated Learning for the Prediction of Stock Market Prices.,J. Sens. Actuator Networks,2024,"Momina Shaheen, Muhammad Shoaib Farooq, Tariq Umer",13,https://doi.org/10.3390/jsan13010001
Blockchain-enabled federated learning for prevention of power terminals threats in IoT environment using edge zero-trust model.,J. Supercomput.,2024,"Ali M. Al Shahrani, Ali Rizwan, Manuel Sánchez-Chero, Lilia Lucy Campos Cornejo, Mohammad Shabaz",80,https://doi.org/10.1007/s11227-023-05763-6
Depression clinical detection model based on social media: a federated deep learning approach.,J. Supercomput.,2024,,80,https://doi.org/10.1007/s11227-023-05754-7
Hydra: Hybrid-model federated learning for human activity recognition on heterogeneous devices.,J. Syst. Archit.,2024,"Pu Wang, Tao Ouyang, Qiong Wu, Qianyi Huang, Jie Gong, Xu Chen 0004",147,https://doi.org/10.1016/j.sysarc.2023.103052
A Secure and Fair Federated Learning Protocol Under the Universal Composability Framework.,MMM,2024,"Qiuxian Li, Quanxing Zhou, Hongfa Ding",,https://doi.org/10.1007/978-3-031-53305-1_35
Aligning model outputs for class imbalanced non-IID federated learning.,Mach. Learn.,2024,"Lan Li, De-Chuan Zhan, Xin-Chun Li",113,https://doi.org/10.1007/s10994-022-06241-5
Federated learning with superquantile aggregation for heterogeneous data.,Mach. Learn.,2024,"Krishna Pillutla, Yassine Laguel, Jérôme Malick, Zaïd Harchaoui",113,https://doi.org/10.1007/s10994-023-06332-x
Encrypted federated learning for secure decentralized collaboration in cancer image analysis.,Medical Image Anal.,2024,"Daniel Truhn, Soroosh Tayebi Arasteh, Oliver Lester Saldanha, Gustav Müller-Franzes, Firas Khader, Philip Quirke, Nicholas P. West, Richard Gray 0005, Gordon G. A. Hutchins, Jacqueline A. James, Maurice B. Loughrey, Manuel Salto-Tellez, Hermann Brenner, Alexander Brobeil, Tanwei Yuan, Jenny Chang-Claude, Michael Hoffmeister, Sebastian Foersch, Tianyu Han, Sebastian Keil, Maximilian Schulze-Hagen, Peter Isfort, Philipp Bruners, Georgios Kaissis, Christiane Kuhl, Sven Nebelung, Jakob Nikolas Kather",92,https://doi.org/10.1016/j.media.2023.103059
An efficient federated learning based intrusion detection system using LS2DNN with PBKA based lightweight privacy preservation in cloud server.,Multim. Tools Appl.,2024,"Ruchi Gupta, Tanweer Alam",83,https://doi.org/10.1007/s11042-023-17401-7
FedSL: Federated split learning on distributed sequential data in recurrent neural networks.,Multim. Tools Appl.,2024,"Ali Abedi 0006, Shehroz S. Khan",83,https://doi.org/10.1007/s11042-023-15184-5
GFL-ALDPA: a gradient compression federated learning framework based on adaptive local differential privacy budget allocation.,Multim. Tools Appl.,2024,"Jiawei Yang, Shuhong Chen, Guojun Wang 0001, Zijia Wang, Zhiyong Jie, Muhammad Arif 0009",83,https://doi.org/10.1007/s11042-023-16543-y
Mitigating cross-client GANs-based attack in federated learning.,Multim. Tools Appl.,2024,"Hong Huang, Xinyu Lei, Tao Xiang 0001",83,https://doi.org/10.1007/s11042-023-15879-9
Personalized federated learning for the detection of COVID-19.,Multim. Tools Appl.,2024,"Dharwada Sesha Sriram, Aseem Ranjan, Vedant Ghuge, Naveen Rathore, Raghav Agarwal, Tausif Diwan, Jitendra V. Tembhurne",83,https://doi.org/10.1007/s11042-023-16810-y
Surveying federated learning approaches through a multi-criteria categorization.,Multim. Tools Appl.,2024,"Loredana Caruccio, Gaetano Cimino, Vincenzo Deufemia, Gianpaolo Iuliano, Roberto Stanzione",83,https://doi.org/10.1007/s11042-023-16050-0
Towards a Resource-Efficient Semi-Asynchronous Federated Learning for Heterogeneous Devices.,NCC,2024,"Zitha Sasindran, Harsha Yelchuri, T. V. Prabhakar 0001",,https://doi.org/10.1109/NCC60321.2024.10485914
Exploring the distributed learning on federated learning and cluster computing via convolutional neural networks.,Neural Comput. Appl.,2024,"Jia-Wei Chang, Jason C. Hung, Ting-Hong Chu",36,https://doi.org/10.1007/s00521-023-09160-1
Federated learning model for credit card fraud detection with data balancing techniques.,Neural Comput. Appl.,2024,"Mustafa Abdul Salam, Khaled M. Fouad, Doaa L. El-Bably, Salah M. Elsayed",36,https://doi.org/10.1007/s00521-023-09410-2
IPSHO-Fed: a hybrid federated learning and spotted hyena optimization approach for trust assessment.,Neural Comput. Appl.,2024,,36,https://doi.org/10.1007/s00521-023-09330-1
Performance evaluation of cluster-based federated machine learning.,Neural Comput. Appl.,2024,"Karim Sattar, Uthman Baroudi",36,https://doi.org/10.1007/s00521-024-09487-3
Preserving specificity in federated graph learning for fMRI-based neurological disorder identification.,Neural Networks,2024,"Junhao Zhang, Qianqian Wang, Xiaochuan Wang, Lishan Qiao, Mingxia Liu 0001",169,https://doi.org/10.1016/j.neunet.2023.11.004
A Dynamic Adaptive and Resource-Allocated Selection Method Based on TOPSIS and VIKOR in Federated Learning.,Neural Process. Lett.,2024,"Lin Li, Wei Shi, Shuyu Chen, Jun Liu, Jiangping Huang, Pengcheng Liu",56,https://doi.org/10.1007/s11063-024-11493-4
A survey on vulnerability of federated learning: A learning algorithm perspective.,Neurocomputing,2024,"Xianghua Xie, Chen Hu, Hanchi Ren, Jingjing Deng 0001",573,https://doi.org/10.1016/j.neucom.2023.127225
FedAVE: Adaptive data value evaluation framework for collaborative fairness in federated learning.,Neurocomputing,2024,"Zihui Wang, Zhaopeng Peng, Xiaoliang Fan, Zheng Wang, Shangbin Wu, Rongshan Yu, Peizhen Yang, Chuanpan Zheng, Cheng Wang 0003",574,https://doi.org/10.1016/j.neucom.2023.127227
FedBoosting: Federated learning with gradient protected boosting for text recognition.,Neurocomputing,2024,"Hanchi Ren, Jingjing Deng 0001, Xianghua Xie, Xiaoke Ma, Yichuan Wang",569,https://doi.org/10.1016/j.neucom.2023.127126
Combating Quality Distortion in Federated Learning with Collaborative Data Selection.,PAKDD,2024,"Duc Long Nguyen, Phi Le Nguyen, Thao Nguyen Truong",,https://doi.org/10.1007/978-981-97-2259-4_14
Unveiling Backdoor Risks Brought by Foundation Models in Heterogeneous Federated Learning.,PAKDD,2024,"Xi Li, Chen Wu, Jiaqi Wang",,https://doi.org/10.1007/978-981-97-2259-4_13
A Scalable Vertical Federated Learning Framework for Analytics in the Cybersecurity Domain.,PDP,2024,"Francesco Folino, Gianluigi Folino, Francesco Sergio Pisani, Pietro Sabatino, Luigi Pontieri",,https://doi.org/10.1109/PDP62718.2024.00041
Benchmarking Federated Learning on High-Performance Computing: Aggregation Methods and Their Impact.,PDP,2024,"Daniela Annunziata, Marzia Canzaniello, Martina Savoia, Salvatore Cuomo, Francesco Piccialli",,https://doi.org/10.1109/PDP62718.2024.00036
On the Dynamics of Non-IID Data in Federated Learning and High-Performance Computing.,PDP,2024,"Daniela Annunziata, Marzia Canzaniello, Diletta Chiaro, Stefano Izzo, Martina Savoia, Francesco Piccialli",,https://doi.org/10.1109/PDP62718.2024.00039
Deep federated learning hybrid optimization model based on encrypted aligned data.,Pattern Recognit.,2024,"Zhongnan Zhao, Xiaoliang Liang, Hai Huang, Kun Wang",148,https://doi.org/10.1016/j.patcog.2023.110193
Reducing communication in federated learning via efficient client sampling.,Pattern Recognit.,2024,"Mónica Ribero, Haris Vikalo",148,https://doi.org/10.1016/j.patcog.2023.110122
An adaptive federated learning framework for clinical risk prediction with electronic health records from multiple hospitals.,Patterns,2024,"Weishen Pan, Zhenxing Xu, Suraj Rajendran, Fei Wang 0001",5,https://doi.org/10.1016/j.patter.2023.100898
FHBF: Federated hybrid boosted forests with dropout rates for supervised learning tasks across highly imbalanced clinical datasets.,Patterns,2024,"Vasileios C. Pezoulas, Fanis G. Kalatzis, Themis P. Exarchos, Andreas Goules, Athanasios G. Tzioufas, Dimitrios I. Fotiadis",5,https://doi.org/10.1016/j.patter.2023.100893
FedEYE: A scalable and flexible end-to-end federated learning platform for ophthalmology.,Patterns,2024,"Bingjie Yan, Danmin Cao, Xinlong Jiang, Yiqiang Chen, Weiwei Dai, Fan Dong, Wuliang Huang, Teng Zhang, Chenlong Gao, Qian Chen, Zhen Yan, Zhirui Wang",5,https://doi.org/10.1016/j.patter.2024.100928
Federated learning for multi-omics: A performance evaluation in Parkinson&apos;s disease.,Patterns,2024,"Benjamin P. Danek, Mary B. Makarious, Anant Dadu, Dan Vitale, Paul Suhwan Lee, Andrew B. Singleton, Mike A. Nalls, Jimeng Sun 0001, Faraz Faghri",5,https://doi.org/10.1016/j.patter.2024.100945
Unified fair federated learning for digital healthcare.,Patterns,2024,"Fengda Zhang, Zitao Shuai, Kun Kuang, Fei Wu, Yueting Zhuang, Jun Xiao",5,https://doi.org/10.1016/j.patter.2023.100907
Grouped federated learning for time-sensitive tasks in industrial IoTs.,Peer Peer Netw. Appl.,2024,"Jiangshan Hao, Linghao Zhang, Yanchao Zhao",17,https://doi.org/10.1007/s12083-023-01616-4
SVFGNN: A privacy-preserving vertical federated graph neural network model training framework based on split learning.,Peer Peer Netw. Appl.,2024,"Yanjun Liu 0010, Hongwei Li, Meng Hao",17,https://doi.org/10.1007/s12083-023-01584-9
Towards driver distraction detection: a privacy-preserving federated learning approach.,Peer Peer Netw. Appl.,2024,"Wenguang Zhou, Zhiwei Jia, Chao Feng, Huali Lu, Feng Lyu 0001, Ling Li",17,https://doi.org/10.1007/s12083-024-01639-5
"A comprehensive secure system enabling healthcare 5.0 using federated learning, intrusion detection and blockchain.",PeerJ Comput. Sci.,2024,"Jameel Almalki, Saeed Masoud Alshahrani, Nayyar Ahmed Khan",10,https://doi.org/10.7717/peerj-cs.1778
Privacy preserved and decentralized thermal comfort prediction model for smart buildings using federated learning.,PeerJ Comput. Sci.,2024,"Sidra Abbas, Shtwai Alsubai, Gabriel Avelino R. Sampedro, Mideth B. Abisado, Ahmad S. Almadhor, Tai-Hoon Kim",10,https://doi.org/10.7717/peerj-cs.1899
An Efficient Layer Selection Algorithm for Partial Federated Learning.,PerCom Workshops,2024,"Lucas Pacheco, Torsten Braun, Denis Rosário, Eduardo Cerqueira",,https://doi.org/10.1109/PerComWorkshops59983.2024.10503481
Decentralization of Learning and Trust in the Healthcare: Blockchain-driven Federated Learning for Alzheimer&apos;s MRI Image Classification.,PerCom Workshops,2024,"Filippo Imboccioli, Gabriele Cialone, Stefano Ferretti",,https://doi.org/10.1109/PerComWorkshops59983.2024.10502820
